time,Drug,EGF_ligand,EGFR_total,EGFR_dimer,pEGFR,GRB2_SOS,RAS_GTP,pERK,pAKT,Phenotype
0.0,1.0,1.0,2.2809837922322482,2.3813842388959205,4.5461352694902475,1.9896686717035046,1.6830947743343727,1.425329048397461,1.3411843810952833,0.776830920516462
0.3,0.9646402934823397,1.0,2.2810332025556552,2.38139580458522,4.546158860401495,1.9896694774657255,1.6830948843954825,1.288927088163342,1.3411849209352043,0.7767082552827863
0.6,0.9305308958110482,1.0,2.2810820967849024,2.381407248748953,4.54618220332555,1.9896702747439654,1.683094993296869,1.1738937636683202,1.3411854550914042,0.7763465447633778
0.8999999999999999,0.8976275964308601,1.0,2.281130480310628,2.3814185726715063,4.546205300885598,1.989671063628255,1.683095101050858,1.0771612029803683,1.341185983624191,0.7757584130618655
1.2,0.8658877480601718,1.0,2.2811783584671645,2.3814297776235387,4.546228155676735,1.989671844207656,1.6830952076696406,0.9961038684988548,1.3411865065932236,0.7749598944898567
1.5,0.8352702114127416,1.0,2.2812257365331274,2.3814408648621286,4.546250770266278,1.9896726165702705,1.6830953131652777,0.9284746215511661,1.341187024057518,0.773969915729356
1.7999999999999998,0.8057353018754154,1.0,2.2812726197319972,2.381451835630922,4.54627314719407,1.9896733808032512,1.683095417549699,0.8723500271365794,1.3411875360754555,0.7728096306058834
2.1,0.7772447380713131,1.0,2.281319013232693,2.3814626911602805,4.546295288972773,1.9896741369928135,1.683095520834706,0.8260835603442453,1.3411880427047882,0.7715016699656617
2.4,0.7497615922418066,1.0,2.2813649221501455,2.381473432667425,4.546317198088177,1.989674885224245,1.6830956230319725,0.7882655732991439,1.3411885440026476,0.7700693729531298
2.6999999999999997,0.723250242382975,1.0,2.2814103515458597,2.3814840613565806,4.546338876999486,1.9896756255819152,1.6830957241530462,0.7576890463137116,1.3411890400255504,0.7685360600163895
3.0,0.6976763260745014,1.0,2.2814553064284726,2.3814945784191157,4.5463603281396106,1.989676358149287,1.683095824209351,0.7333202879380312,1.341189530829406,0.7669243947017377
3.3,0.6730066959411666,1.0,2.2814997917543045,2.3815049850336845,4.546381553915454,1.9896770830089252,1.6830959232121872,0.7142738692469227,1.341190016469522,0.7652558643377239
3.5999999999999996,0.6492093766892113,1.0,2.281543812427909,2.3815152823663643,4.546402556708201,1.9896778002425077,1.683096021172733,0.6997911809202644,1.3411904970006125,0.7635503925936158
3.9,0.6262535236618787,1.0,2.281587373302609,2.381525471570793,4.546423338873593,1.989678509930835,1.6830961181020467,0.6892220899806633,1.3411909724768034,0.7618260822890903
4.2,0.6041093828604229,1.0,2.281630479181035,2.3815355537883045,4.546443902742209,1.9896792121538387,1.6830962140110675,0.6820092486038958,1.3411914429516394,0.7600990761779771
4.5,0.5827482523787614,1.0,2.2816731348156543,2.381545530148062,4.5464642506197395,1.9896799069905928,1.6830963089106161,0.6776746720549754,1.3411919084780901,0.758383517041503
4.8,0.5621424452017868,1.0,2.281715344909294,2.3815554017671894,4.546484384787256,1.9896805945193223,1.683096402811398,0.6758082581027822,1.341192369108557,0.7566915858114123
5.1,0.5422652533191206,1.0,2.2817571141156594,2.3815651697509055,4.5465043075014835,1.9896812748174129,1.6830964957240022,0.6760579675777052,1.341192824894879,0.7550335966884802
5.3999999999999995,0.5230909131077929,1.0,2.281798447039847,2.3815748351926493,4.546524020995063,1.989681947961419,1.6830965876589046,0.6781214262136951,1.341193275888339,0.7534181303225846
5.7,0.5045945719389804,1.0,2.281839348238855,2.381584399174211,4.546543527476811,1.9896826140270747,1.6830966786264685,0.6817387425458272,1.3411937221396697,0.751852189188823
6.0,0.4867522559655218,1.0,2.281879822222081,2.381593862765857,4.546562829131986,1.9896832730893017,1.6830967686369451,0.6866863662616494,1.34119416369906,0.7503413626560349
6.3,0.4695408390484551,1.0,2.281919873451823,2.381603227026455,4.546581928122538,1.9896839252222183,1.6830968577004761,0.6927718367519603,1.3411946006161608,0.7488899924536848
6.6,0.4529380127823047,1.0,2.2819595063437697,2.3816124930035985,4.5466008265873645,1.9896845704991486,1.6830969458270941,0.6998292932925572,1.3411950329400908,0.7475013320509022
6.8999999999999995,0.43692225758026587,1.0,2.281998725267487,2.3816216617337274,4.546619526642565,1.9896852089926311,1.6830970330267236,0.7077156368419436,1.341195460719443,0.746177695764257
7.199999999999999,0.4214728147818073,1.0,2.282037534546902,2.3816307342422514,4.54663803038168,1.989685840774427,1.683097119309183,0.7163072493135992,1.3411958840022893,0.7449205952014742
7.5,0.4065696597465419,1.0,2.2820759384607765,2.3816397115436665,4.5466563398759465,1.989686465915529,1.683097204684185,0.7254971897624379,1.3411963028361873,0.7437308619745902
7.8,0.3921934758994898,1.0,2.2821139412431806,2.381648594641676,4.546674457174531,1.9896870844861696,1.6830972891613383,0.735192798544799,1.3411967172681851,0.7426087565510753
8.1,0.3783256296940932,1.0,2.28215154708396,2.3816573845293063,4.546692384304774,1.9896876965558297,1.6830973727501481,0.7453136504532006,1.3411971273448275,0.741554063734176
8.4,0.364948146460532,1.0,2.282188760129197,2.381666082189022,4.546710123272428,1.9896883021932465,1.6830974554600184,0.7557898063335957,1.3411975331121615,0.7405661756480696
8.7,0.3520436871080357,1.0,2.2822255844816666,2.381674688592839,4.546727676061886,1.9896889014664223,1.6830975373002515,0.7665603199714986,1.341197934615741,0.7396441633129859
9.0,0.33959552565099455,1.0,2.2822620242012923,2.381683204702442,4.54674504463642,1.9896894944426313,1.6830976182800503,0.7775719632615633,1.3411983319006333,0.7387868379818625
9.299999999999999,0.32758752752974146,1.0,2.2822980833055886,2.3816916314692906,4.546762230938405,1.9896900811884288,1.6830976984085195,0.788778138004822,1.3411987250114235,0.7379928034135105
9.6,0.3160041286979036,1.0,2.2823337657701095,2.3816999698347336,4.546779236889546,1.9896906617696581,1.6830977776946658,0.8001379472387425,1.3411991139922201,0.737260500207753
9.9,0.30483031544922023,1.0,2.282369075528882,2.3817082207301175,4.546796064391105,1.9896912362514594,1.6830978561473997,0.8116154029086262,1.3411994988866605,0.7365882432473773
10.2,0.29405160495767785,1.0,2.282404016474843,2.381716385076893,4.546812715324119,1.989691804698276,1.6830979337755356,0.8231787500297102,1.3411998797379157,0.735974253195297
10.5,0.28365402650574006,1.0,2.282438592460267,2.3817244637867234,4.5468291915496195,1.9896923671738636,1.6830980105877944,0.8347998903489524,1.3412002565886956,0.7354166828934442
10.799999999999999,0.27362410337634263,1.0,2.282472807297192,2.381732457761591,4.546845494908852,1.9896929237412961,1.6830980865928034,0.8464538909634067,1.3412006294812537,0.7349136394092947
11.1,0.2639488353851812,1.0,2.2825066647578383,2.3817403678938986,4.546861627223484,1.9896934744629744,1.683098161799097,0.8581185654478293,1.341200998457393,0.7344632023806961
11.4,0.2546156820306534,1.0,2.2825401685750246,2.381748195066575,4.546877590295821,1.9896940194006332,1.6830982362151192,0.8697741168385533,1.3412013635584694,0.7340634392220957
11.7,0.24561254623961296,1.0,2.2825733224425817,2.381755940153178,4.5468933859090175,1.9896945586153478,1.6830983098492234,0.8814028333572586,1.3412017248253982,0.7337124176763863
12.0,0.23692775868786967,1.0,2.2826061300157563,2.3817636040179933,4.546909015827279,1.989695092167542,1.6830983827096733,0.8929888290742325,1.3412020822986581,0.733408216126638
12.299999999999999,0.22855006267511208,1.0,2.2826385949116172,2.3817711875161347,4.54692448179607,1.9896956201169955,1.6830984548046444,0.9045178228379117,1.3412024360182955,0.7331489320206872
12.6,0.220468599534648,1.0,2.2826707207094517,2.3817786914936447,4.546939785542314,1.9896961425228494,1.6830985261422253,0.9159769497631072,1.34120278602393,0.7329326887083264
12.9,0.21267289455905267,1.0,2.2827025109511614,2.3817861167875902,4.5469549287745945,1.989696659443615,1.6830985967304175,0.9273546003976326,1.341203132354759,0.7327576409449675
13.2,0.20515284342348178,1.0,2.282733969141652,2.3817934642261602,4.546969913183356,1.9896971709371787,1.6830986665771377,0.9386402833959648,1.3412034750495614,0.732621979276337
13.5,0.19789869908905183,1.0,2.2827650987492225,2.381800734628761,4.546984740441095,1.989697677060811,1.6830987356902176,0.9498245081360982,1.3412038141467035,0.7325239334852374
13.799999999999999,0.19090105916931394,1.0,2.282795903205942,2.3818079288061114,4.546999412202556,1.9896981778711713,1.6830988040774053,0.9608986842364462,1.3412041496841423,0.7324617752529212
14.1,0.18415085374344442,1.0,2.2828263859080344,2.381815047560334,4.547013930104923,1.9896986734243156,1.6830988717463662,0.9718550353759593,1.3412044816994304,0.732433820163495
14.399999999999999,0.1776393336003581,1.0,2.282856550216248,2.381822091685051,4.547028295768003,1.9896991637757024,1.683098938704684,0.9826865252031957,1.341204810229721,0.732438429159379
14.7,0.17135805889850597,1.0,2.282886399456228,2.3818290619654725,4.547042510794427,1.9896996489801995,1.6830990049598613,0.9933867934480181,1.3412051353117707,0.7324740095386553
15.0,0.16529888822665936,1.0,2.282915936918884,2.3818359591784883,4.547056576769817,1.989700129092091,1.6830990705193212,1.0039501006306757,1.3412054569819454,0.7325390155706554
15.299999999999999,0.1594539680515012,1.0,2.2829451658607502,2.381842784092758,4.547070495262986,1.9897006041650827,1.683099135390407,1.0143712800039375,1.3412057752762236,0.73263194879396
15.6,0.1538157225383475,1.0,2.282974089504348,2.3818495374687974,4.547084267826106,1.9897010742523085,1.6830991995803837,1.024645695570376,1.3412060902302012,0.7327513580507531
15.899999999999999,0.14837684373180557,1.0,2.283002711038538,2.3818562200590674,4.547097895994894,1.989701539406337,1.6830992630964394,1.0347692051937276,1.341206401879095,0.7328958393028744
16.2,0.1431302820836404,1.0,2.2830310336188733,2.3818628326080606,4.547111381288787,1.9897019996791778,1.683099325945685,1.0447381279746961,1.3412067102577472,0.7330640352677045
16.5,0.1380692373155738,1.0,2.2830590603679473,2.381869375852386,4.547124725211116,1.9897024551222866,1.6830993881351561,1.0545492151911446,1.3412070154006293,0.7332546349059587
16.8,0.13318714960517167,1.0,2.283086794375737,2.381875850520854,4.547137929249284,1.9897029057865718,1.683099449671813,1.0641996242134797,1.3412073173418464,0.733466372788386
17.099999999999998,0.12847769108339605,1.0,2.283114238699946,2.3818822573345604,4.547150994874928,1.9897033517224012,1.683099510562542,1.0736868949007354,1.341207616115141,0.7336980283641027
17.4,0.12393475763280085,1.0,2.283141396366337,2.3818885970069674,4.547163923544098,1.9897037929796062,1.683099570814156,1.0830089280637325,1.3412079117538962,0.7339484251497077
17.7,0.11955246097574157,1.0,2.283168270369072,2.381894870243988,4.547176716697419,1.989704229607489,1.6830996304333956,1.0921639656506088,1.3412082042911413,0.734216429855318
18.0,0.11532512104234309,1.0,2.283194863671036,2.381901077744065,4.547189375760257,1.9897046616548275,1.683099689426929,1.1011505723687094,1.3412084937595539,0.7345009514611325
18.3,0.11124725860833404,1.0,2.2832211792041677,2.3819072201982516,4.547201902142886,1.9897050891698813,1.6830997478013543,1.1099676185066722,1.3412087801914647,0.7348009402560045
18.599999999999998,0.10731358819320526,1.0,2.2832472198697813,2.381913298290292,4.547214297240645,1.9897055122003973,1.6830998055631985,1.1186142637628194,1.3412090636188605,0.7351153868477096
