time,Drug,EGF_ligand,EGFR_total,EGFR_dimer,pEGFR,GRB2_SOS,RAS_GTP,pERK,pAKT,Phenotype
0.0,1.0,1.0,2.2809837922322482,2.3813842388959205,4.5461352694902475,1.9896686717035046,1.6830947743343727,1.425329048397461,1.3411843810952833,0.776830920516462
0.3,0.9646402934820085,1.0,2.2810332025556552,2.2482418835929696,4.525966688239249,1.9896431296309096,1.6830947655151658,1.4253064356491498,1.3411659344237923,0.776831045378841
0.6,0.9305308958107289,1.0,2.2810820967849024,2.1280756741282083,4.472166906826379,1.9894776649405448,1.6830932757512829,1.425161859462065,1.3410469628181614,0.7768309736780732
0.8999999999999999,0.897627596430552,1.0,2.2811304803106283,2.0197883256632454,4.393453470352303,1.9890745455394374,1.6830872229945306,1.424813035619286,1.3407579896205284,0.7768302804630602
1.2,0.8658877480598746,1.0,2.281178358467165,1.922376362163854,4.296913473175387,1.988369686252308,1.6830725847190111,1.4242087762961189,1.3402541828074768,0.7768283779575784
1.5,0.8352702114124548,1.0,2.281225736533128,1.834922001424256,4.188277595502719,1.9873233234722676,1.6830450043239207,1.4233198233006892,1.3395084028410391,0.7768245852926425
1.7999999999999998,0.8057353018751386,1.0,2.2812726197319972,1.7565857396792113,4.072150184283972,1.9859137431817235,1.6830001850084475,1.4221327171206117,1.3385065297082124,0.7768181776735072
2.1,0.7772447380710461,1.0,2.2813190132326935,1.686599575311313,3.952202280767551,1.984132962886289,1.682934142058074,1.4206456153794766,1.3372442508400009,0.7768084216640716
2.4,0.7497615922415489,1.0,2.281364922150146,1.6242608168195456,3.831333408048614,1.9819836952383019,1.6828433601631878,1.4188653918435088,1.3357248085043611,0.7767946009548935
2.6999999999999997,0.7232502423827264,1.0,2.28141035154586,1.5689264249344217,3.7118070324858796,1.9794771646761955,1.6827248868933287,1.4168055876022874,1.3339573864383363,0.7767760355203913
3.0,0.6976763260742616,1.0,2.2814553064284726,1.5200078430768305,3.595363851532776,1.9766314940582645,1.682576383222538,1.4144849312826473,1.3319559241389334,0.7767520961127923
3.3,0.6730066959409353,1.0,2.281499791754305,1.4769662742971663,3.4833164161959522,1.9734704691977891,1.6823961451080247,1.4119262365380765,1.3297382152266706,0.7767222153949873
3.5999999999999996,0.6492093766889883,1.0,2.281543812427909,1.4393083664303836,3.3766280511012443,1.970022548483446,1.682183105411383,1.4091555448985345,1.3273251906912362,0.7766858965706818
3.9,0.6262535236616635,1.0,2.281587373302609,1.4065822704906081,3.27597857384558,1.9663200251914543,1.6819368222075288,1.4062014228564572,1.3247403181100033,0.7766427200613283
4.2,0.6041093828602154,1.0,2.281630479181035,1.378374040332661,3.1818189250903486,1.9623982789514647,1.6816574573002714,1.4030943509915206,1.3220090695131486,0.7765923485640904
4.5,0.5827482523785611,1.0,2.2816731348156547,1.3543043443517595,3.0944164908170673,1.9582950743193344,1.6813457472609268,1.3998661642020638,1.3191584265885943,0.7765345306774567
4.8,0.5621424452015937,1.0,2.281715344909294,1.3340254624991912,3.0138926190927253,1.954049880948303,1.6810029683300887,1.3965495181765453,1.3162164041851847,0.7764691031841237
5.1,0.5422652533189344,1.0,2.2817571141156594,1.3172185441813695,2.940253597762532,1.9497032027847798,1.6806308959346132,1.393177369528213,1.3132115826056685,0.7763959920227921
5.3999999999999995,0.5230909131076131,1.0,2.2817984470398476,1.303591104701146,2.873416160079466,1.9452959137677004,1.6802317592711076,1.3897824663383818,1.3101726465392105,0.7763152119530733
5.7,0.5045945719388072,1.0,2.2818393482388553,1.2928747398106855,2.8132284167828163,1.9408686050518567,1.6798081913155147,1.3863968526661803,1.3071279339620376,0.7762268649140142
6.0,0.48675225596535465,1.0,2.2818798222220815,1.2848230396903095,2.7594869707999754,1.936460954008204,1.6793631746721145,1.3830513951676493,1.3041050021035454,0.7761311370909096
6.3,0.4695408390482938,1.0,2.281919873451823,1.2792096852618142,2.7119508505421455,1.9321111283335657,1.6788999838204286,1.3797753425457182,1.3011302197650902,0.7760282947316605
