time,Drug,EGF_ligand,EGFR_total,EGFR_dimer,pEGFR,GRB2_SOS,RAS_GTP,pERK,pAKT,Phenotype,CBL_active,EGFR_ubiquitinated
0.0,1.0,1.0,0.4955192350585745,0.8259832116718386,1.5768771077219705,1.7536263230652507,1.6498741875407876,1.2522078906962741,1.1820740390378097,0.7538213895959527,1.122633550024897,1.2644680628023115
0.3,0.9646402934813227,1.0,0.49551923575193557,0.8259832084526035,1.576877097001066,1.7536263202465652,1.649874187111463,1.2522078886411456,1.1820740371314118,0.753821390046074,1.122633548254139,1.2644680501037313
0.6,0.9305308958100673,1.0,0.4955192365947369,0.825983205657272,1.5768770870395032,1.753626317514445,1.6498741866814584,1.2522078866599438,1.1820740352880763,0.7538213904795671,1.1226335465053006,1.2644680376927613
0.8999999999999999,0.8976275964299137,1.0,0.4955192375754294,0.8259832032767329,1.5768770778435537,1.7536263148768856,1.6498741862527693,1.252207884757891,1.1820740335129571,0.7538213908970455,1.122633544785226,1.2644680256111664
1.2,0.865887748059259,1.0,0.49551923868243086,0.8259832013004534,1.5768770694156737,1.7536263123410385,1.6498741858272827,1.25220788293958,1.1820740318106313,0.7538213912991256,1.1226335431002763,1.264468013897056
1.5,0.8352702114118612,1.0,0.4955192399041802,0.8259831997166003,1.5768770617546906,1.7536263099132225,1.6498741854067744,1.252207881208984,1.1820740301851085,0.7538213916864246,1.1226335414563235,1.264468002584899
1.7999999999999998,0.805735301874566,1.0,0.4955192412291892,0.8259831985121608,1.5768770548559945,1.7536263075989384,1.6498741849929048,1.252207879569472,1.1820740286398406,0.7538213920595583,1.1226335398587504,1.264467991705554
2.1,0.7772447380704937,1.0,0.49551924264609126,0.8259831976730635,1.576877048711738,1.7536263054028853,1.6498741845872187,1.2522078780238237,1.1820740271777364,0.7538213924191394,1.1226335383124504,1.2644679812863135
2.4,0.7497615922410161,1.0,0.4955192441436867,0.825983197184296,1.5768770433110377,1.753626303328981,1.6498741841911444,1.2522078765742477,1.1820740258011746,0.7538213927657753,1.122633536821831,1.2644679713509661
2.6999999999999997,0.7232502423822125,1.0,0.49551924571098555,0.8259831970300229,1.5768770386401803,1.7536263013803843,1.6498741838059923,1.2522078752223997,1.1820740245120218,0.7538213931000672,1.1226335353908188,1.2644679619198667
3.0,0.6976763260737658,1.0,0.49551924733724645,0.8259831971936995,1.576877034682832,1.7536262995595198,1.6498741834329556,1.2522078739694056,1.1820740233116493,0.7538213934226073,1.1226335340228653,1.2644679530100207
3.3,0.6730066959404571,1.0,0.49551924901201316,0.8259831976581851,1.576877031420247,1.753626297868104,1.6498741830731105,1.2522078728158814,1.1820740222009531,0.7538213937339785,1.1226335327209573,1.2644679446351805
3.5999999999999996,0.6492093766885269,1.0,0.4955192507251475,0.8259831984058502,1.5768770288314784,1.7536262963071754,1.649874182727418,1.2522078717619587,1.1820740211803742,0.7538213940347519,1.122633531487626,1.2644679368059488
3.9,0.6262535236612186,1.0,0.4955192524668589,0.8259831994186837,1.5768770268935868,1.7536262948771235,1.6498741823967245,1.252207870807307,1.1820740202499196,0.7538213943254861,1.122633530324959,1.264467929529894
4.2,0.6041093828597861,1.0,0.4955192542277315,0.8259832006783938,1.576877025581847,1.753626293577721,1.6498741820817648,1.2522078699511616,1.1820740194091852,0.7538213946067261,1.1226335292346152,1.2644679228116718
4.5,0.5827482523781471,1.0,0.4955192559987475,0.8259832021665062,1.5768770248699537,1.753626292408156,1.6498741817831637,1.2522078691923468,1.1820740186573784,0.7538213948790018,1.1226335282178368,1.2644679166531534
4.8,0.5621424452011943,1.0,0.49551925777130773,0.8259832038644576,1.576877024730223,1.7536262913670677,1.6498741815014393,1.252207868529304,1.182074017993342,0.7538213951428272,1.1226335272754675,1.2644679110535626
5.1,0.542265253318549,1.0,0.49551925953724957,0.8259832057536847,1.576877025133789,1.7536262904525783,1.6498741812370061,1.2522078679601187,1.1820740174155786,0.7538213953986997,1.1226335264079674,1.264467906009613
5.3999999999999995,0.5230909131072415,1.0,0.4955192612888614,0.8259832078157098,1.5768770260507965,1.7536262896623303,1.6498741809901785,1.2522078674825465,1.1820740169222739,0.753821395647099,1.122633525615432,1.2644679015156544
5.7,0.5045945719384486,1.0,0.49551926301889465,0.8259832100322195,1.576877027450589,1.7536262889935208,1.6498741807611739,1.2522078670940413,1.1820740165113226,0.753821395888487,1.12263352489761,1.2644678975638202
6.0,0.4867522559650089,1.0,0.4955192647205727,0.8259832123851404,1.5768770293018888,1.7536262884429377,1.649874180550118,1.2522078667917822,1.182074016180352,0.7538213961233062,1.122633524253922,1.264467894144177
6.3,0.4695408390479603,1.0,0.495519266387598,0.8259832148567092,1.5768770315729723,1.7536262880069953,1.6498741803570474,1.2522078665727001,1.1820740159267475,0.7538213963519805,1.122633523683481,1.2644678912448766
6.6,0.45293801278182744,1.0,0.49551926801415547,0.8259832174295371,1.5768770342318372,1.7536262876817705,1.6498741801819152,1.2522078664335055,1.182074015747676,0.7538213965749143,1.122633523185111,1.2644678888523093
6.8999999999999995,0.4369222575798054,1.0,0.49551926959491455,0.8259832200866705,1.5768770372463634,1.7536262874630373,1.649874180024595,1.2522078663707132,1.182074015640111,0.7538213967924915,1.1226335227573685,1.2644678869512564
7.199999999999999,0.4214728147813631,1.0,0.49551927112502836,0.8259832228116454,1.5768770405844648,1.753626287346302,1.649874179884886,1.2522078663806704,1.1820740156008558,0.7538213970050769,1.122633522398562,1.2644678855250424
7.5,0.4065696597461134,1.0,0.4955192726001309,0.8259832255885375,1.5768770442142348,1.7536262873268373,1.6498741797625167,1.2522078664595804,1.1820740156265672,0.7538213972130146,1.1226335221067734,1.264467884555686
7.8,0.39219347589907644,1.0,0.49551927401633206,0.8259832284020068,1.576877048104081,1.7536262873997166,1.6498741796571517,1.2522078666035277,1.182074015713778,0.7538213974166288,1.1226335218798773,1.2644678840240506
8.1,0.37832562969369443,1.0,0.4955192753702111,0.8259832312373374,1.5768770522228552,1.7536262875598456,1.6498741795683942,1.2522078668085024,1.1820740158589191,0.753821397616224,1.1226335217155623,1.2644678839099894
8.4,0.3649481464601473,1.0,0.49551927665880774,0.8259832340804728,1.576877056539971,1.7536262878019955,1.6498741794957925,1.2522078670704229,1.1820740160583418,0.7538213978120847,1.122633521611351,1.264467884192491
8.7,0.35204368710766465,1.0,0.49551927787961203,0.8259832369180453,1.576877061025514,1.7536262881208327,1.6498741794388447,1.2522078673851584,1.1820740163083376,0.7538213980044756,1.1226335215646193,1.2644678848498188
9.0,0.33959552565063666,1.0,0.49551927903055265,0.8259832397374024,1.5768770656503455,1.7536262885109484,1.6498741793970035,1.2522078677485506,1.1820740166051587,0.753821398193642,1.122633521572616,1.2644678858596476
9.299999999999999,0.3275875275293962,1.0,0.4955192801099837,0.8259832425266266,1.576877070386193,1.7536262889668888,1.649874179369681,1.2522078681564333,1.1820740169450372,0.7538213983798109,1.1226335216324832,1.2644678871991961
9.6,0.31600412869757055,1.0,0.49551928111667004,0.8259832452745526,1.5768770752057362,1.7536262894831804,1.6498741793562524,1.2522078686046523,1.1820740173242028,0.7538213985631901,1.1226335217412728,1.2644678888453542
9.9,0.304830315448899,1.0,0.4955192820497722,0.8259832479707788,1.576877080082682,1.753626290054357,1.649874179356063,1.2522078690890837,1.1820740177389009,0.7538213987439694,1.1226335218959667,1.264467890774805
10.2,0.29405160495736793,1.0,0.4955192829088294,0.8259832506056763,1.5768770849918305,1.7536262906749838,1.6498741793684308,1.2522078696056516,1.1820740181854081,0.7538213989223214,1.122633522093492,1.2644678929641424
10.5,0.2836540265054411,1.0,0.49551928369374226,0.825983253170392,1.5768770899091356,1.7536262913396807,1.6498741793926521,1.252207870150343,1.182074018660048,0.7538213990984015,1.1226335223307393,1.2644678953899822
10.799999999999999,0.27362410337605425,1.0,0.4955192844047548,0.8259832556568492,1.576877094811753,1.7536262920431445,1.649874179428005,1.252207870719224,1.1820740191592058,0.7538213992723485,1.1226335226045787,1.264467898029067
11.1,0.263948835384903,1.0,0.4955192850424352,0.8259832580577448,1.5768770996780834,1.753626292780168,1.6498741794737544,1.2522078713084528,1.182074019679341,0.7538213994442855,1.1226335229118745,1.2644679008583664
